CHM,NDVI,CanopyDensity,Elevation,VHI
11.236203565420874,0.24810634307089574,0.4093645469887248,369.0811976835592,0.37131426379585714
28.521429192297486,0.5335207579026865,0.39758303925759986,418.6725588765489,0.6608417308384761
21.959818254342153,0.7983566687011266,0.9250036644168294,200.1871595169996,0.751855359849662
17.959754525911098,0.685779909127649,0.3996369598796049,349.94963984279957,0.6273538746403471
4.680559213273096,0.7452489182891598,0.4175597809029048,328.69839325749945,0.4968786082633642
4.679835610086079,0.6270266933685739,0.807518609934371,433.13215071530846,0.5022430020398225
1.7425083650459838,0.653821251614282,0.559791873960432,462.4348241925042,0.43897796352873913
25.985284373248057,0.7793565212522554,0.821368445564145,104.86270859095472,0.7207893455645478
18.033450352296263,0.2997344070873488,0.2522929260515082,369.6079676235171,0.3900489307305195
21.242177333881365,0.4915399709145124,0.5900569549387075,120.73431964789161,0.5540336966904664
0.6175348288740734,0.2769675534556818,0.22689088014662612,319.54346603094234,0.20323698019199665
29.09729556485983,0.8901344063973177,0.25012256276428363,215.0530916174713,0.7754611718756629
24.973279224012654,0.8552474717492906,0.9251499626755288,222.71063980885648,0.8030954706713047
6.370173320348284,0.13154144909480472,0.31139629689407616,241.18340138094263,0.2120772132081635
5.454749016213018,0.6644601380125508,0.6259365458201738,348.51697961984405,0.47221870589551457
5.502135295603015,0.8401986539325327,0.5288764820805653,233.61998626750767,0.5944354879331241
9.127267288786133,0.24446027610186682,0.47787466100707415,393.07962023611213,0.2917524520515682
15.742692948967136,0.5543561844421036,0.919866676549818,261.81095422954786,0.5702383353512982
12.958350559263472,0.8323906380704335,0.2174587174203916,127.34128012398344,0.5378117365379378
8.736874205941257,0.12715678286863907,0.7310317489404714,413.5039369936429,0.2847478235524391
18.355586841671386,0.6579362137974719,0.9707155473708404,214.3033298370824,0.7016785974050506
4.184815819561255,0.33787920589804066,0.6481345467694736,273.10675183970505,0.34511512979333575
8.764339456056545,0.8395169563012244,0.9494579696264736,374.17755328876063,0.7134454256770848
10.99085529881075,0.8768465961322942,0.24180630342881904,232.9824628594848,0.6168898808040312
13.682099526511077,0.8554131912907471,0.5350346552593291,122.63426245868625,0.6145019771508083
23.555278841790408,0.479371373325971,0.40812623276964094,249.56841880512545,0.5452297856171496
5.990213464750792,0.7896341207914508,0.7846567719845838,477.77943307772136,0.5962341661021122
15.427033152408349,0.7756395188280564,0.9850376723977974,356.69375891942326,0.7618497087838804
17.772437065861276,0.3552803785946045,0.4052240499553983,368.5916594668828,0.41381846548979573
